display_name,unique_label,team,pos,cost,own,player_code,full_name,team_code,name_ambiguous,player,cold_start,model_total,model_gw1_6,value_per_m,model_gw1,model_gw2,model_gw3,model_gw4,model_gw5,model_gw6,model_gw7,model_gw8,model_gw9,model_gw10,ffs_total,ffs_value_per_m,ffs_gw1,ffs_gw2,ffs_gw3,ffs_gw4,ffs_gw5,ffs_gw6,ffs_minus_model_1_6,solio_gw1,ffs_matched,model_attack_pts,model_cs_pts,model_defcon_pts,model_sd_mean,model_p95_mean,p_start_prior,exp_minutes,exp_minutes_src,minutes_prior,npxgi_rate90,xa_rate90,defcon_rate90,pen_xg90,pen_order,fk_order,corner_order,pl_apps,pl_minutes,pl_xg,pl_xa,pl_xg90,pl_xa90,pl_shots,pl_goals,pl_assists,xi_starts,xi_sheets,xi_rate,pre_minutes,pre_apps,pre_mean_minutes,pre_xg,pre_xa,own_att_strength,own_def_strength,own_att_rank,own_def_rank,own_market_z,own_blended_elo,title_odds_dec,releg_odds_dec,xga_env,ppda_2627,press_factor,promoted,ffs_price
Petrović,Petrović (BOU),Bournemouth,GK,4.5,3.3,457569,Đorđe Petrović,BOU,False,Petrović,False,21.34,12.04,4.742222222222222,1.43,2.63,2.21,2.13,2.02,1.62,2.72,1.51,2.5,2.55,18.2,4.044444444444444,2.77,3.41,3.01,3.27,2.97,2.77,6.16,,True,12.343,8.997,0.0,2.3133,6.51,0.8856513961649343,89.98695652173913,player history,3420.0,0.0026214930405405,3.849350649350649e-05,2.3175675675675675,0.0,,,,38.0,3420.0,0.0,0.02513742,0.0,0.0006615110526315789,0.0,0.0,0.0,38.0,38.0,1.0,90.0,1.0,90.0,0.0,0.0,0.1506897455710198,-0.0576312175215828,6,14,-0.3357978660576632,1872.0,251.0,15.0,1.5252296038761777,10.0,1.1669618261656498,0,4.5
McGinn,McGinn (AVL),Aston Villa,MID,5.5,3.0,122806,John McGinn,AVL,False,McGinn,False,21.33,13.04,3.878181818181818,2.01,1.81,2.63,2.22,2.17,2.2,2.2,1.97,2.18,1.95,18.93,3.441818181818182,3.03,2.68,3.56,3.41,2.8,3.45,5.890000000000001,,True,19.451999999999998,1.6420000000000001,0.236,2.5407,8.1849,0.5819064593175483,79.6451388888889,player history,3251.0,0.2669252230938445,0.1436635063965663,6.6383412644459545,0.0,,,2.0,30.0,2136.0,2.97,3.74375461,0.12514044943820224,0.1577424695224719,26.0,5.0,4.0,28.0,30.0,0.9333333333333333,117.0,3.0,58.5,0.0,0.0,0.0916761005372474,-0.0195020800368329,8,11,0.667472079995315,1921.0,26.0,26.0,1.4559886468855003,12.45,0.9473005095465162,0,5.5
Mendy,Mendy (HUL),Hull,DEF,4.0,2.3,606930,Nobel Mendy,HUL,False,Mendy,True,21.25,12.78,5.3125,1.79,2.77,2.13,1.74,2.01,2.34,2.02,2.16,2.75,1.54,12.469999999999999,3.1174999999999997,1.41,2.53,2.3,1.56,2.09,2.58,-0.3100000000000005,,True,8.504,3.722,9.024,2.6734999999999998,7.729900000000001,0.6009328101868082,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,30.0,1.0,30.0,0.0,0.0,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,4.0
Berge,Berge (FUL),Fulham,MID,5.0,0.4,207189,Sander Berge,FUL,False,Berge,False,21.16,12.7,4.232,1.98,2.74,2.04,1.91,1.96,2.07,2.34,2.07,1.93,2.12,14.669999999999998,2.9339999999999997,2.43,2.44,2.64,2.28,2.38,2.5,1.9699999999999989,,True,17.019000000000002,2.229,1.912,2.0567,5.811999999999999,0.7146225521820181,85.9189134808853,player history,4017.5,0.0906152929094006,0.0494486755481817,8.645127670661802,0.0,,,,37.0,2904.0,1.54,1.24117439,0.04772727272727273,0.038466148450413226,15.0,0.0,3.0,35.0,37.0,0.9459459459459459,165.0,2.0,82.5,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,5.0
Gyökeres,Gyökeres (ARS),Arsenal,FWD,7.4,7.5,224117,Viktor Gyökeres,ARS,False,Gyökeres,False,20.84,12.09,2.816216216216216,2.37,1.89,2.0,1.87,1.75,2.21,1.82,2.09,1.92,2.91,9.04,1.2216216216216214,2.09,1.27,1.35,1.36,1.35,1.62,-3.0500000000000007,,True,20.839,0.0,0.001,3.3116,8.2511,0.3137592675809817,80.01985559566788,player history,2217.0,0.4707114514737362,0.0675524447318832,3.6357648608595423,0.0,2.0,,,36.0,2217.0,12.34,1.84252688,0.5009472259810555,0.07479811420838972,54.0,14.0,1.0,26.0,36.0,0.7222222222222222,201.0,5.0,40.2,0.0,0.0,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,7.5
Khusanov,Khusanov (MCI),Man City,DEF,5.5,1.8,578153,Abdukodir Khusanov,MCI,False,Khusanov,False,20.8,13.2,3.7818181818181817,1.84,3.96,2.13,1.55,2.1,1.62,2.22,1.73,1.89,1.77,16.01,2.910909090909091,3.23,2.68,3.3,1.96,3.02,1.82,2.8100000000000023,,True,11.842,7.6129999999999995,1.345,2.9266,7.340000000000001,0.3385243580184049,87.73648648648648,player history,1679.0,0.0775801851311146,0.0375332839305566,8.05659232406021,0.0,,,,24.0,1427.0,0.6900000000000001,0.56335939,0.043517869656622285,0.03553072536790469,6.0,0.0,0.0,15.0,30.0,0.5,180.0,2.0,90.0,0.0,0.02,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,5.5
Brobbey,Brobbey (SUN),Sunderland,FWD,6.0,13.3,441264,Brian Brobbey,SUN,False,Brobbey,False,20.78,12.469999999999999,3.4633333333333334,2.19,2.76,1.99,1.77,1.76,2.0,1.95,2.1,2.16,2.1,19.6,3.266666666666667,3.66,3.69,3.16,2.86,2.74,3.49,7.130000000000003,,True,20.773,0.0,0.007,2.4228,7.353,0.4812841007459703,79.94569288389513,player history,1920.0,0.3323614599814127,0.0454454302065057,3.674721189591079,0.0,,,,31.0,1920.0,6.04,0.67478407,0.283125,0.03163050328125,36.0,7.0,2.0,22.0,33.0,0.6666666666666666,0.0,1.0,,0.0,0.0,-0.1595957595248902,0.0430015486157864,17,4,-1.090859547158444,1736.0,1001.0,5.0,1.3598200174861137,13.0,0.9373583103653522,0,6.0
Sánchez,Sánchez (CHE),Chelsea,GK,5.0,2.4,215059,Robert Lynch Sánchez,CHE,False,Sánchez,False,20.73,12.56,4.146,1.98,2.6,1.45,2.88,1.62,2.03,1.98,2.32,1.75,2.11,20.740000000000002,4.148000000000001,3.38,3.51,2.85,4.22,3.21,3.57,8.180000000000001,,True,11.595,9.135,0.0,2.4225000000000003,6.51,0.726436308555627,89.55888689407541,player history,4480.0,0.0029660179095713,0.0053169203994653,2.338198498748957,0.0,,,,36.0,3040.0,0.0,0.064639,0.0,0.0019136546052631578,0.0,0.0,1.0,35.0,36.0,0.9722222222222222,196.0,3.0,65.33333333333333,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,5.0
Egan,Egan (HUL),Hull,DEF,4.0,1.9,108416,John Egan,HUL,False,Egan,True,20.62,12.5,5.155,1.73,2.8,2.09,1.63,1.97,2.28,1.98,2.08,2.66,1.4,7.1,1.775,1.18,1.39,1.28,0.89,1.09,1.27,-5.4,,True,8.283999999999999,3.745,8.591000000000001,2.668,7.522200000000001,0.5753981461737526,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,60.0,1.0,60.0,0.0,0.0,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,4.0
Diomande,Diomande (NFO),Nott'm Forest,DEF,5.5,0.8,568420,Ousmane Diomande,NFO,False,Diomande,True,20.58,13.510000000000002,3.7418181818181817,2.02,3.15,2.13,1.8,2.45,1.96,1.6,2.24,1.64,1.58,18.1,3.290909090909091,3.47,2.27,3.07,2.56,3.89,2.84,4.59,,True,11.674999999999997,5.938000000000001,2.967,3.3920000000000003,8.4194,0.3558119655054844,87.5,positional fallback,0.0,0.1284988437474404,0.0645554389842239,8.421520428158146,0.0,,,,,,,,,,,,,,,,,,,,,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.5
Beto,Beto (EVE),Everton,FWD,5.5,2.5,486385,Norberto Bercique Gomes Betuncal,EVE,False,Beto,False,20.57,12.56,3.74,1.99,1.83,1.92,2.04,2.35,2.43,2.08,1.54,2.0,2.39,9.37,1.7036363636363634,1.65,1.26,1.34,1.35,1.84,1.93,-3.1900000000000013,,True,20.56,0.0,0.01,2.968,7.7157,0.3149384392866056,77.08922558922559,player history,2315.0,0.5023413721237768,0.0382843987538431,5.071918566054437,0.0,4.0,,,37.0,1551.0,8.9,0.224228,0.5164410058027079,0.01301129593810445,43.0,9.0,1.0,17.0,37.0,0.4594594594594595,89.0,3.0,44.5,0.0,0.0,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,5.5
L. Martinez (MUN),L. Martinez (MUN),Man United,DEF,5.0,1.3,221820,Lisandro Martínez,MUN,True,Martinez,False,20.55,13.469999999999999,4.11,2.38,4.05,1.77,1.51,1.68,2.08,1.78,1.88,1.49,1.94,17.93,3.586,1.4,4.04,3.2,2.8,3.2,3.29,4.460000000000001,,True,11.894000000000002,6.417,2.239,2.9375,7.956999999999999,0.4389011631758579,88.54693140794224,player history,2106.0,0.0922411101651186,0.0452389386417136,7.539600106166505,0.0,,,,18.0,1229.0,0.16,0.62233245,0.011716842961757528,0.045573572416598866,5.0,0.0,0.0,13.0,19.0,0.6842105263157895,29.0,1.0,29.0,0.0,0.0,0.2911586787820938,0.036515569746031,3,5,1.2388665527515443,1915.0,7.0,34.0,1.2712178238678356,12.0,1.0271008142253517,0,5.0
Wieffer,Wieffer (BHA),Brighton,DEF,5.0,0.4,467779,Mats Wieffer,BHA,False,Wieffer,False,20.52,12.440000000000001,4.104,2.16,1.71,2.21,2.33,1.91,2.12,2.4,1.87,1.62,2.18,20.5,4.1,3.73,2.59,4.11,3.87,2.75,3.45,8.059999999999999,,True,11.184,4.675,4.661,3.0239000000000003,8.358,0.387021158623589,85.45102739726028,player history,2405.0,0.1822525960634758,0.0920015689723839,12.004123196101707,0.0,,,,26.0,1901.0,1.93,1.68413407,0.09137296159915832,0.07973280710152551,18.0,2.0,4.0,23.0,26.0,0.8846153846153846,137.0,2.0,68.5,0.0,0.0,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,5.0
R. James (CHE),R. James (CHE),Chelsea,DEF,5.5,10.1,225796,Reece James,CHE,True,James,False,20.38,12.91,3.705454545454545,1.81,3.49,1.42,2.68,1.6,1.91,1.73,2.2,1.73,1.81,10.690000000000001,1.9436363636363638,3.36,2.7,0.75,1.55,1.04,1.29,-2.219999999999999,,True,13.34,5.133,1.907,2.9859999999999998,8.389700000000001,0.2577111636514186,87.16329966329965,player history,2489.0,0.1654484194801967,0.1250107182762719,7.57851698274285,0.0,,1.0,1.0,31.0,1957.0,0.98,3.04820404,0.04506898313745529,0.1401831188553909,22.0,2.0,6.0,20.0,32.0,0.625,62.0,1.0,62.0,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,5.5
Slater,Slater (HUL),Hull,MID,4.5,3.6,243413,Regan Slater,HUL,False,Slater,True,20.32,12.58,4.515555555555555,1.91,2.88,1.95,1.88,1.94,2.02,1.87,1.95,2.21,1.71,15.970000000000002,3.5488888888888894,2.71,2.78,2.72,2.42,2.63,2.71,3.3900000000000023,,True,17.797,0.945,1.5779999999999998,2.3064,5.8597,0.6798009336648319,83.1,positional fallback,0.0,0.1780987351903563,0.0833402645216931,8.189865176177413,0.0,,,2.0,,,,,,,,,,,,,176.0,2.0,88.0,0.0,0.0,-0.4519100791990885,-0.454055750336764,20,20,-1.5007189863388086,1533.0,1001.0,1.26,2.241860660354812,13.5,0.876626488060625,1,4.5
Dedić,Dedić (NEW),Newcastle,DEF,4.5,0.3,463726,Amar Dedic,NEW,False,Dedić,True,20.21,12.91,4.4911111111111115,1.59,3.36,1.71,1.7,2.59,1.96,1.94,1.82,1.92,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.91,,True,11.146,5.4190000000000005,3.645,3.3604999999999996,8.3194,0.4089708822765646,87.5,positional fallback,0.0,0.0925743273925264,0.0465076273778755,8.421520428158146,0.0,,,,,,,,,,,,,,,,,,,,,0.0770729134891279,-0.0857761118046507,10,16,0.4131237756486222,1838.0,34.0,11.0,1.387198849514487,10.0,1.1934362314133091,0,4.5
Kerkez,Kerkez (LIV),Liverpool,DEF,5.5,3.6,544877,Milos Kerkez,LIV,False,Kerkez,False,20.19,12.790000000000001,3.6709090909090913,2.01,3.07,2.33,2.11,1.72,1.55,1.7,2.06,1.7,1.94,19.549999999999997,3.5545454545454542,3.05,3.63,3.61,3.7,2.93,2.63,6.759999999999996,,True,11.879000000000001,6.166,2.145,2.6887999999999996,7.4387,0.4975190622761865,86.34696016771488,player history,3922.0,0.0913967191450553,0.0665153894253674,6.4945603294143135,0.0,,,,37.0,2251.0,1.5899999999999999,0.73313757,0.06357174589071522,0.029312475033318523,9.0,2.0,1.0,27.0,38.0,0.7105263157894737,280.0,5.0,56.0,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,5.5
Sadiki,Sadiki (SUN),Sunderland,MID,5.0,0.3,577669,Noah Sadiki,SUN,False,Sadiki,False,20.18,12.2,4.036,2.11,2.63,1.9,1.83,1.77,1.96,1.89,2.06,2.05,1.98,13.630000000000003,2.7260000000000004,2.48,2.42,2.24,2.12,2.07,2.3,1.4300000000000033,,True,17.069,1.9100000000000001,1.201,2.0157,5.6389,0.8602718242210289,86.94237726098191,player history,2891.0,0.1129789631512403,0.0541414123583021,7.800497013558879,0.0,,,,33.0,2891.0,1.45,1.50618806,0.0451400899342788,0.046889285852646144,18.0,0.0,2.0,33.0,33.0,1.0,,,,,,-0.1595957595248902,0.0430015486157864,17,4,-1.090859547158444,1736.0,1001.0,5.0,1.3598200174861137,13.0,0.9373583103653522,0,5.0
Hincapie,Hincapie (ARS),Arsenal,DEF,5.5,1.6,448104,Piero Hincapié,ARS,False,Hincapie,False,20.14,11.81,3.661818181818182,2.27,1.62,1.89,2.0,1.87,2.16,1.91,2.12,1.78,2.53,7.3,1.3272727272727272,1.83,1.05,1.02,1.14,1.05,1.21,-4.510000000000001,,True,10.527,6.995,2.6180000000000003,3.1818,8.520700000000001,0.3293357130117776,88.17510548523207,player history,1787.0,0.1034180889341837,0.0723933094723784,8.825018081399172,0.0,,,,28.0,1787.0,0.36,1.66521542,0.01813094571908226,0.0838664733072188,3.0,1.0,2.0,20.0,30.0,0.6666666666666666,199.0,5.0,39.8,0.0,0.07,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,5.5
Lewis-Potter,Lewis-Potter (BRE),Brentford,MID,5.5,0.8,249231,Keane Lewis-Potter,BRE,False,Lewis-Potter,False,20.03,12.28,3.641818181818182,1.99,3.02,1.85,1.74,1.9,1.78,1.95,2.19,1.91,1.7,18.409999999999997,3.3472727272727267,3.27,3.01,3.36,3.03,2.93,2.81,6.129999999999997,,True,18.521,1.489,0.02,2.582,8.4476,0.4899547221807532,84.64366515837104,player history,3510.5,0.2314380395438796,0.1079270108587399,4.729604141291108,0.0,,1.0,,36.0,1960.0,3.0300000000000002,2.50781805,0.1391326530612245,0.11515491045918368,31.0,3.0,4.0,21.0,37.0,0.5675675675675675,79.0,1.0,79.0,0.12,0.19,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,5.5
Jensen,Jensen (BRE),Brentford,MID,5.5,0.2,207283,Mathias Jensen,BRE,False,Jensen,False,19.72,12.26,3.5854545454545454,1.9,3.31,1.78,1.72,1.86,1.69,1.91,2.12,1.83,1.59,17.759999999999998,3.2290909090909086,3.15,2.87,3.32,2.88,2.87,2.67,5.499999999999998,,True,17.558999999999997,1.157,1.004,2.6395,7.9014,0.4074112626614689,81.35426136363637,player history,2665.0,0.3077452591805197,0.1958078025176166,8.778098296413216,0.0,3.0,2.0,1.0,36.0,2239.0,2.26,6.01944446,0.09084412684234033,0.24196069736489506,29.0,3.0,2.0,26.0,38.0,0.6842105263157895,71.0,1.0,71.0,0.0,0.19,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,5.5
Kusi-Asare,Kusi-Asare (FUL),Fulham,FWD,4.5,7.1,631786,Jonah Kusi-Asare,FUL,False,Kusi-Asare,True,19.57,11.18,4.348888888888889,1.96,1.57,1.88,1.78,1.94,2.05,2.5,2.0,1.73,2.17,0.41,0.0911111111111111,0.05,0.05,0.06,0.06,0.08,0.11,-10.77,,True,19.442,0.0,0.128,3.3215000000000003,7.8884,0.4476975961996176,81.5,positional fallback,0.0,0.3429617781434363,0.0484810550629663,4.432345205189561,0.0,,,,10.0,49.0,0.0,0.07167854,0.0,0.13165446122448982,0.0,0.0,0.0,0.0,18.0,0.0,,,,,,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,4.5
Frimpong,Frimpong (LIV),Liverpool,DEF,5.5,3.5,216094,Jeremie Frimpong,LIV,False,Frimpong,False,19.49,12.79,3.5436363636363635,1.88,3.94,2.03,1.93,1.57,1.44,1.55,1.9,1.44,1.8,20.98,3.8145454545454545,3.23,3.92,3.87,4.02,3.12,2.82,8.190000000000001,,True,14.644999999999998,4.724,0.121,2.6822,7.132,0.271006202399309,81.51273885350318,player history,1032.0,0.1741999358524788,0.1378745511324025,3.953053204353084,0.0,,,,21.0,1032.0,0.5048,1.76783518,0.04402325581395349,0.15417167267441861,10.0,0.0,5.0,12.0,23.0,0.5217391304347826,336.0,5.0,67.2,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,5.5
Smith Rowe,Smith Rowe (FUL),Fulham,MID,5.5,0.4,209289,Emile Smith Rowe,FUL,False,Smith Rowe,False,19.46,11.090000000000002,3.5381818181818185,1.92,1.59,1.87,1.82,1.92,1.97,2.52,1.99,1.78,2.08,9.35,1.7,1.62,1.38,1.63,1.34,1.55,1.83,-1.740000000000002,,True,17.819000000000003,1.343,0.298,2.7341,8.358,0.4142078487802157,77.29751381215469,player history,2939.5,0.280645258037076,0.076644969077801,7.216584697752599,0.0,,,,37.0,1909.0,4.83,1.10180849,0.22771084337349398,0.05194487380827658,36.0,3.0,1.0,21.0,36.0,0.5833333333333334,61.0,1.0,61.0,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,5.5
Elanga,Elanga (NEW),Newcastle,MID,6.0,1.6,449434,Anthony Elanga,NEW,False,Elanga,False,19.41,12.43,3.235,1.73,3.05,1.78,1.71,2.32,1.84,1.83,1.69,1.82,1.64,11.61,1.9349999999999998,1.98,1.8,1.9,1.72,2.25,1.96,-0.8200000000000003,,True,18.328000000000003,1.063,0.019,2.492,8.0641,0.3202626959416444,79.55117845117844,player history,2555.5,0.2831427320640163,0.1440380179699262,4.852717115286948,0.0,,,4.0,34.0,1302.0,1.6500000000000001,1.65100657,0.11405529953917051,0.11412487811059908,16.0,0.0,1.0,14.0,34.0,0.4117647058823529,248.0,4.0,62.0,0.1,0.27,0.0770729134891279,-0.0857761118046507,10,16,0.4131237756486222,1838.0,34.0,11.0,1.387198849514487,10.0,1.1934362314133091,0,6.0
Palacios,Palacios (FUL),Fulham,MID,5.5,0.2,571779,César Palacios,FUL,False,Palacios,True,19.14,11.600000000000001,3.48,1.68,3.13,1.67,1.59,1.72,1.81,2.17,1.86,1.64,1.87,11.319999999999999,2.058181818181818,2.05,1.78,2.03,1.62,1.82,2.02,-0.2800000000000029,,True,16.164,1.648,1.328,3.1498,8.342400000000001,0.3905363328613148,83.1,positional fallback,0.0,0.2239376353783467,0.1047903105479461,8.189865176177413,0.0,,,,,,,,,,,,,,,,119.0,2.0,59.5,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,5.5
Anthony,Anthony (BRE),Brentford,MID,6.0,0.2,444180,Jaidon Anthony,BRE,False,Anthony,False,19.13,11.15,3.188333333333333,2.05,1.54,1.92,1.82,2.01,1.81,2.0,2.25,1.97,1.76,7.619999999999999,1.2699999999999998,1.19,1.16,1.38,1.26,1.3,1.33,-3.530000000000001,,True,17.14,1.296,0.694,2.8626,8.458000000000002,0.5585556178516548,83.88431372549019,player history,2717.0,0.2700889385146645,0.108497523235499,7.773838574520004,0.0,,,,37.0,2717.0,5.12,3.0340661200000003,0.16959882223040118,0.10050274228928967,51.0,8.0,4.0,32.0,38.0,0.8421052631578947,19.0,1.0,19.0,0.0,0.01,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,6.0
Cook,Cook (BOU),Bournemouth,MID,5.0,0.2,155408,Lewis Cook,BOU,False,Cook,False,19.12,11.24,3.8240000000000003,1.79,1.67,1.97,1.94,1.98,1.89,2.01,1.87,2.0,1.99,9.41,1.8820000000000001,1.73,1.73,1.59,1.61,1.46,1.29,-1.83,,True,13.361,1.047,4.712,2.3577,5.738899999999999,0.4990801648104849,88.28855218855219,player history,2361.0,0.1354848591199875,0.1087243638013934,12.808950477055886,0.0,,,5.0,18.0,872.0,0.07,0.55772601,0.007224770642201836,0.05756346433486239,3.0,0.0,1.0,8.0,19.0,0.42105263157894735,46.0,1.0,46.0,0.0,0.0,0.1506897455710198,-0.0576312175215828,6,14,-0.3357978660576632,1872.0,251.0,15.0,1.5252296038761777,10.0,1.1669618261656498,0,5.0
Bobb,Bobb (FUL),Fulham,MID,5.5,0.3,477555,Oscar Bobb,FUL,False,Bobb,False,19.07,11.589999999999998,3.4672727272727273,1.66,3.1,1.72,1.63,1.7,1.78,2.18,1.78,1.61,1.9,17.32,3.149090909090909,3.0,2.85,3.22,2.5,2.76,2.99,5.730000000000002,,True,17.726,1.143,0.201,2.5522,7.774500000000001,0.3264927254760552,76.92165605095542,player history,1037.0,0.3007705733607791,0.1851064521601721,7.12008072653885,0.0,,,2.0,23.0,1030.0,1.48,2.10741927,0.12932038834951456,0.1841434313592233,11.0,0.0,2.0,12.0,27.0,0.4444444444444444,172.0,2.0,86.0,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,5.5
Canvot,Canvot (CRY),Crystal Palace,DEF,5.0,0.3,651426,Jaydee Canvot,CRY,False,Canvot,False,18.96,12.089999999999998,3.7920000000000003,1.7,3.1,1.67,2.07,1.69,1.86,1.58,1.92,1.67,1.69,21.119999999999997,4.223999999999999,3.47,2.98,3.32,4.39,3.29,3.67,9.03,,True,9.917000000000002,4.647,4.396,2.8438,8.358,0.431573333312646,87.3984771573604,player history,1331.0,0.1181230886327702,0.0219564854325256,11.06430057418657,0.0,,,,22.0,1331.0,1.4700000000000002,0.31172247000000003,0.09939894815927874,0.021078153493613826,7.0,0.0,0.0,14.0,34.0,0.4117647058823529,180.0,3.0,60.0,0.49,0.04,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.0
Colwill,Colwill (CHE),Chelsea,DEF,5.0,1.6,460028,Levi Samuels Colwill,CHE,False,Colwill,False,18.92,11.81,3.7840000000000003,1.68,2.96,1.21,2.67,1.47,1.82,1.64,2.07,1.58,1.81,19.73,3.946,3.18,3.47,2.12,4.43,2.96,3.57,7.92,,True,11.799000000000001,6.369,0.752,2.7963,7.119400000000001,0.5943467217313286,89.41468253968253,player history,1799.5,0.0881426878305494,0.0382018970890989,5.425263157894737,0.0,,,,3.0,225.0,0.0,0.11368988,0.0,0.045475952,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,76.0,1.0,76.0,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,5.0
Aït-Nouri,Aït-Nouri (MCI),Man City,DEF,5.5,0.8,448514,Rayan Aït-Nouri,MCI,False,Aït-Nouri,False,18.92,11.14,3.4400000000000004,1.84,1.72,2.27,1.54,2.11,1.66,2.39,1.71,1.92,1.75,4.0,0.7272727272727273,0.82,0.58,0.77,0.5,0.78,0.55,-7.140000000000001,,True,12.141000000000002,6.295,0.484,3.1938,8.3373,0.3877124714304358,84.83187134502924,player history,2534.5,0.1949508774453929,0.1327345953989697,6.98326840054754,0.0,,,,22.0,971.0,0.59,1.90410851,0.05468589083419155,0.17648791544799175,9.0,0.0,2.0,12.0,26.0,0.46153846153846156,58.0,4.0,19.333333333333332,0.0,0.0,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,5.5
Janelt,Janelt (BRE),Brentford,MID,5.0,0.3,204580,Vitaly Janelt,BRE,False,Janelt,False,18.82,11.780000000000001,3.7640000000000002,1.77,3.19,1.77,1.65,1.73,1.67,1.74,1.93,1.76,1.61,15.78,3.1559999999999997,2.73,2.57,2.87,2.61,2.51,2.49,3.9999999999999982,,True,14.902,1.2510000000000001,2.667,2.4381999999999997,6.9194,0.4400133112753957,82.15637982195845,player history,2567.0,0.1797825220039673,0.1102935684298181,10.831370701837024,0.0,,,4.0,27.0,1434.0,0.9,2.23115071,0.056485355648535567,0.14003037928870293,12.0,1.0,4.0,15.0,28.0,0.5357142857142857,90.0,1.0,90.0,0.0,0.05,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,5.0
Merino,Merino (ARS),Arsenal,MID,6.0,0.6,195384,Mikel Merino Zazón,ARS,False,Merino,False,18.75,10.909999999999998,3.125,2.14,1.69,1.89,1.68,1.57,1.94,1.73,1.88,1.72,2.5,2.55,0.425,0.61,0.35,0.36,0.38,0.38,0.47,-8.36,,True,17.209000000000003,0.839,0.702,3.1696,8.6849,0.2070788723052563,84.3626728110599,player history,1814.5,0.3890989125474791,0.099525404102873,9.512565869477095,0.0,,,,22.0,1024.0,3.43,1.38509032,0.30146484375,0.12173645390625,22.0,4.0,3.0,10.0,24.0,0.4166666666666667,28.0,2.0,14.0,0.0,0.0,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,6.0
